,Q,P,TAMAX,TAMIN
1981-04-01,5.606735706,6.1,6.5,2.3
1981-04-02,4.700596602,5.1,8.4,2.1
1981-04-03,4.105942815,4.4,7.9,2.8
1981-04-04,3.652873263,0.0,15.7,2.1
1981-04-05,3.709506957,10.3,8.4,0.6
1981-04-06,3.652873263,1.4,8.7,0.9
1981-04-07,3.369704793,0.5,10.6,1.0
1981-04-08,3.482972181,27.1,6.6,3.0
1981-04-09,4.162576509,8.6,8.1,2.7
1981-04-10,3.879408039,0.4,10.7,2.7
1981-04-11,4.049309121,36.4,4.9,3.0
1981-04-12,4.757230296,10.1,8.7,1.0
1981-04-13,4.417428132,0.0,17.3,-1.5
1981-04-14,4.105942815,0.0,25.4,-0.5
1981-04-15,4.304160744,1.5,17.5,2.2
1981-04-16,4.474061826,0.6,18.2,3.8
1981-04-17,4.474061826,0.0,22.0,1.0
1981-04-18,4.757230296,0.0,26.8,2.7
1981-04-19,4.898814531,0.3,11.2,8.1
1981-04-20,4.417428132,3.4,12.9,6.6
1981-04-21,4.162576509,4.1,13.6,5.6
1981-04-22,4.360794438,1.0,22.9,9.6
1981-04-23,4.757230296,2.9,24.7,6.2
1981-04-24,4.700596602,0.8,14.2,4.0
1981-04-25,3.936041733,4.4,14.0,3.3
1981-04-26,3.539605875,2.5,10.1,5.6
1981-04-27,3.086536323,2.6,15.1,5.5
1981-04-28,2.860001547,0.0,24.4,8.7
1981-04-29,2.746734159,0.0,31.8,7.7
1981-04-30,2.690100465,0.0,28.0,9.8
1981-05-01,2.435248842,0.0,16.5,6.7
1981-05-02,2.208714066,2.5,12.6,4.9
1981-05-03,2.010496137,2.6,12.6,4.5
1981-05-04,1.953862443,6.8,12.1,3.4
1981-05-05,1.925545596,7.5,7.0,3.2
1981-05-06,1.812278208,1.9,10.7,4.2
1981-05-07,1.812278208,0.5,15.4,2.6
1981-05-08,1.69901082,3.3,16.2,2.3
1981-05-09,1.727327667,2.4,17.3,4.8
1981-05-10,1.614060279,0.0,17.7,2.4
1981-05-11,1.557426585,0.0,15.4,3.1
1981-05-12,1.500792891,0.0,24.7,-0.2
1981-05-13,1.41584235,0.0,22.0,5.6
1981-05-14,1.387525503,6.9,13.9,6.2
1981-05-15,1.783961361,21.9,7.7,4.2
1981-05-16,1.783961361,0.4,14.5,4.3
1981-05-17,1.783961361,8.0,15.6,6.9
1981-05-18,2.293664607,9.0,14.4,8.4
1981-05-19,3.001585782,4.5,12.9,8.0
1981-05-20,2.860001547,0.3,11.1,8.6
1981-05-21,2.690100465,0.4,13.3,8.7
1981-05-22,2.520199383,0.0,21.7,8.5
1981-05-23,2.293664607,6.1,24.3,8.3
1981-05-24,2.463565689,15.8,20.7,11.9
1981-05-25,3.992675427,8.0,19.3,7.6
1981-05-26,3.709506957,0.0,23.7,5.7
1981-05-27,3.143170017,0.0,25.3,5.0
1981-05-28,2.746734159,0.0,31.7,6.6
1981-05-29,2.435248842,0.0,27.5,8.9
1981-05-30,2.208714066,0.0,17.7,5.8
1981-05-31,2.010496137,0.0,25.3,3.2
1981-06-01,1.840595055,0.0,22.8,6.2
1981-06-02,1.69901082,0.0,21.6,11.1
1981-06-03,1.585743432,2.4,23.5,10.1
1981-06-04,1.614060279,4.1,20.0,11.9
1981-06-05,1.500792891,7.8,23.8,12.7
1981-06-06,1.557426585,0.3,18.0,8.4
1981-06-07,1.840595055,33.3,14.4,8.1
1981-06-08,10.19406492,49.7,11.7,9.6
1981-06-09,10.420599696,9.7,17.0,9.4
1981-06-10,7.588914996,0.1,18.8,6.0
1981-06-11,5.323567236,0.5,20.2,3.1
1981-06-12,4.643962908,20.1,9.9,6.4
1981-06-13,5.068715613,9.5,13.4,6.1
1981-06-14,4.757230296,0.1,19.7,5.7
1981-06-15,4.162576509,0.0,27.3,3.0
1981-06-16,3.822774345,9.9,15.3,7.4
1981-06-17,3.313071099,0.1,22.2,6.1
1981-06-18,3.086536323,7.6,15.5,10.9
1981-06-19,3.652873263,4.9,21.2,13.4
1981-06-20,3.313071099,0.0,22.7,10.7
1981-06-21,2.944952088,0.0,25.2,7.1
1981-06-22,2.690100465,0.0,17.7,11.5
1981-06-23,2.463565689,0.0,25.1,8.4
1981-06-24,2.208714066,0.0,30.8,5.9
1981-06-25,2.038812984,0.0,30.0,9.9
1981-06-26,1.897228749,0.0,21.5,7.4
1981-06-27,1.783961361,0.0,24.5,5.2
1981-06-28,1.614060279,0.0,28.0,3.9
1981-06-29,1.529109738,0.0,32.5,7.0
1981-06-30,1.472476044,0.0,25.0,8.5
1981-07-01,1.387525503,0.0,27.0,5.5
1981-07-02,1.302574962,0.0,36.0,6.0
1981-07-03,1.245941268,0.0,36.0,10.0
1981-07-04,1.189307574,0.0,34.5,10.0
1981-07-05,1.160990727,1.5,25.0,15.0
1981-07-06,1.13267388,9.4,16.0,8.0
1981-07-07,1.41584235,11.2,18.0,4.5
1981-07-08,1.160990727,0.0,27.5,2.0
1981-07-09,1.047723339,0.0,21.0,5.0
1981-07-10,0.962772798,0.0,19.5,5.0
1981-07-11,0.906139104,0.0,25.0,2.0
1981-07-12,0.906139104,0.0,23.5,4.0
1981-07-13,0.84950541,0.0,24.0,7.5
1981-07-14,0.821188563,0.0,32.0,5.0
1981-07-15,0.792871716,0.0,32.0,8.0
1981-07-16,0.707921175,0.0,32.0,10.0
1981-07-17,0.6796043279999999,0.0,30.0,9.0
1981-07-18,0.651287481,0.0,29.0,8.5
1981-07-19,0.651287481,0.0,30.5,8.0
1981-07-20,0.622970634,0.0,29.5,10.0
1981-07-21,0.5946537869999999,0.0,29.0,8.5
1981-07-22,0.56633694,0.0,29.0,7.0
1981-07-23,0.56633694,0.0,28.0,7.5
1981-07-24,0.5097032459999999,0.0,26.0,9.5
1981-07-25,0.5097032459999999,0.0,31.5,10.0
1981-07-26,0.5097032459999999,0.0,35.5,11.0
1981-07-27,0.5097032459999999,0.0,37.5,10.0
1981-07-28,0.453069552,0.0,30.5,11.5
1981-07-29,0.424752705,0.0,24.0,7.5
1981-07-30,0.424752705,0.0,28.5,5.0
1981-07-31,0.424752705,0.0,30.5,7.0
1981-08-01,0.424752705,0.0,29.5,7.0
1981-08-02,0.396435858,0.0,22.0,11.0
1981-08-03,0.396435858,0.0,26.0,10.0
1981-08-04,0.396435858,0.0,29.0,10.0
1981-08-05,0.396435858,0.0,33.0,8.0
1981-08-06,0.368119011,0.0,40.5,10.0
1981-08-07,0.3398021639999999,0.0,41.5,11.5
1981-08-08,0.3398021639999999,0.0,40.416666666666664,12.3
1981-08-09,0.311485317,0.0,39.333333333333336,12.3
1981-08-10,0.311485317,0.0,38.25,11.8
1981-08-11,0.28316847,0.0,37.166666666666664,12.5
1981-08-12,0.28316847,0.0,36.083333333333336,11.4
1981-08-13,0.28316847,0.0,35.0,11.0
1981-08-14,0.2661783618,0.0,35.0,10.0
1981-08-15,0.2491882536,0.0,33.5,12.5
1981-08-16,0.2491882536,0.0,37.5,10.0
1981-08-17,0.2350298301,0.0,38.0,10.0
1981-08-18,0.2350298301,0.0,37.0,9.0
1981-08-19,0.2350298301,0.0,23.0,11.0
1981-08-20,0.2350298301,0.0,27.5,9.5
1981-08-21,0.2237030913,0.0,31.0,5.5
1981-08-22,0.2237030913,0.0,34.0,8.0
1981-08-23,0.2123763525,0.0,34.0,9.5
1981-08-24,0.2123763525,0.0,28.0,12.0
1981-08-25,0.2123763525,0.0,26.0,8.0
1981-08-26,0.2010496137,0.0,26.0,5.0
1981-08-27,0.2010496137,0.0,29.5,3.5
1981-08-28,0.2010496137,0.0,31.0,4.5
1981-08-29,0.1897228749,0.0,26.0,5.0
1981-08-30,0.1897228749,1.3,23.0,8.0
1981-08-31,0.1897228749,0.0,31.0,5.0
1981-09-01,0.2123763525,1.8,17.5,10.0
1981-09-02,0.2237030913,0.0,27.0,9.5
1981-09-03,0.2010496137,0.0,29.0,6.0
1981-09-04,0.1897228749,0.0,26.0,8.5
1981-09-05,0.1783961361,0.0,30.0,5.0
1981-09-06,0.1783961361,0.3,34.0,6.0
1981-09-07,0.1699010819999999,0.0,40.5,8.0
1981-09-08,0.1614060279,0.0,36.5,8.0
1981-09-09,0.1614060279,0.0,29.0,7.0
1981-09-10,0.1614060279,0.0,31.5,7.0
1981-09-11,0.1614060279,0.0,35.0,7.0
1981-09-12,0.1529109738,0.0,35.0,7.5
1981-09-13,0.1529109738,0.0,34.0,7.0
1981-09-14,0.1529109738,0.0,36.0,6.0
1981-09-15,0.1444159196999999,0.0,40.5,7.0
1981-09-16,0.1444159196999999,0.0,35.0,8.0
1981-09-17,0.1444159196999999,0.0,30.5,8.5
1981-09-18,0.1444159196999999,1.0,30.0,9.0
1981-09-19,0.2123763525,4.8,20.0,8.0
1981-09-20,0.1699010819999999,4.3,16.0,8.0
1981-09-21,0.2350298301,8.9,14.0,8.0
1981-09-22,0.28316847,6.4,13.0,5.0
1981-09-23,0.2123763525,0.0,19.0,4.5
1981-09-24,0.1783961361,0.0,18.0,3.5
1981-09-25,0.1699010819999999,2.0,17.5,4.0
1981-09-26,0.3398021639999999,43.7,13.0,8.5
1981-09-27,1.69901082,33.8,18.0,10.5
1981-09-28,1.13267388,18.5,13.5,8.5
1981-09-29,1.217624421,3.6,15.0,3.0
1981-09-30,0.5946537869999999,0.0,20.0,1.0
1981-10-01,0.424752705,0.5,22.5,2.0
1981-10-02,0.4813863989999999,6.1,14.5,6.0
1981-10-03,0.396435858,5.8,13.0,4.0
1981-10-04,0.424752705,1.8,15.0,1.5
1981-10-05,0.396435858,7.9,11.4,1.0
1981-10-06,0.8778222569999999,23.9,14.0,8.7
1981-10-07,1.670693973,10.2,11.0,5.9
1981-10-08,1.727327667,34.3,8.8,6.7
1981-10-09,3.822774345,13.7,11.0,6.4
1981-10-10,3.596239569,15.8,10.0,5.2
1981-10-11,2.803367853,0.5,8.6,1.2
1981-10-12,1.925545596,0.0,13.0,-1.0
1981-10-13,1.500792891,0.0,14.0,-3.2
1981-10-14,1.217624421,0.0,15.0,-2.6
1981-10-15,1.019406492,0.3,16.5,-2.0
1981-10-16,0.962772798,0.0,17.3,-1.7
1981-10-17,0.8778222569999999,0.0,20.0,0.5
1981-10-18,0.792871716,0.0,21.6,2.0
1981-10-19,0.736238022,0.0,19.8,2.0
1981-10-20,0.6796043279999999,0.0,18.0,0.8
1981-10-21,0.651287481,0.0,16.5,-2.0
1981-10-22,0.622970634,0.0,18.0,-2.2
1981-10-23,0.5946537869999999,0.0,16.5,-1.7
1981-10-24,0.56633694,0.0,16.0,1.0
1981-10-25,0.538020093,3.6,17.3,-0.2
1981-10-26,0.5097032459999999,2.0,11.5,8.8
1981-10-27,0.5097032459999999,8.6,11.2,8.0
1981-10-28,0.821188563,9.7,8.8,4.5
1981-10-29,1.245941268,37.6,4.8,2.8
1981-10-30,1.670693973,15.2,5.0,2.5
1981-10-31,1.925545596,0.3,14.2,0.0
1981-11-01,1.783961361,0.3,15.3,1.2
1981-11-02,1.500792891,0.0,15.0,0.4
1981-11-03,1.274258115,1.5,9.5,1.0
1981-11-04,1.13267388,0.0,10.3,-1.9
1981-11-05,1.019406492,0.0,11.7,-2.8
1981-11-06,0.962772798,0.0,12.0,0.3
1981-11-07,0.934455951,0.0,12.9,-0.8
1981-11-08,0.8778222569999999,0.0,14.2,-0.4
1981-11-09,0.821188563,0.0,13.2,-0.8
1981-11-10,0.764554869,1.3,10.5,0.6
1981-11-11,0.792871716,25.7,11.2,5.7
1981-11-12,2.010496137,17.0,9.3,5.7
1981-11-13,2.010496137,4.3,9.0,4.3
1981-11-14,2.038812984,16.5,8.4,2.3
1981-11-15,2.690100465,15.8,9.5,2.3
1981-11-16,3.426338487,23.9,5.6,4.1
1981-11-17,4.927131378,29.2,8.3,2.7
1981-11-18,5.635052553,9.9,6.0,1.0
1981-11-19,4.559012367,7.6,4.9,0.4
1981-11-20,4.785547143,18.3,8.0,4.3
1981-11-21,12.147927363,52.6,8.2,4.1
1981-11-22,14.356641429,33.0,7.0,2.2
1981-11-23,11.836442046,9.9,5.5,-0.5
1981-11-24,8.523370947,5.3,4.2,2.0
1981-11-25,6.088122105,4.3,4.3,-0.8
1981-11-26,4.785547143,0.8,3.0,-2.9
1981-11-27,3.907724886,0.3,2.0,-4.7
1981-11-28,3.228120558,0.3,1.3,-5.7
1981-11-29,2.860001547,12.2,0.1,-3.8
1981-11-30,2.633466771,31.8,1.4,-1.0
1981-12-01,4.870497684,23.6,3.2,-0.7
1981-12-02,25.428528606,58.7,8.5,-0.5
1981-12-03,14.611493052,8.1,5.0,-1.3
1981-12-04,9.429510051,0.3,7.4,1.3
1981-12-05,15.829117473,99.8,8.8,2.9
1981-12-06,40.77625968,52.8,6.5,3.0
1981-12-07,22.030506966,5.1,6.2,2.1
1981-12-08,12.884165385,0.3,8.0,2.0
1981-12-09,9.401193204,13.7,8.8,3.0
1981-12-10,7.787132925,12.7,4.1,1.4
1981-12-11,6.144755799,0.0,3.1,-1.4
1981-12-12,5.097032459999999,17.3,1.2,-2.0
1981-12-13,7.92871716,42.4,5.0,1.4
1981-12-14,20.784565698,69.1,6.8,3.2
1981-12-15,33.41387946,69.1,7.0,3.8
1981-12-16,18.887336949,0.0,5.6,-1.0
1981-12-17,11.440006188,0.3,6.0,-1.2
1981-12-18,9.995846991,46.6,7.8,4.3
1981-12-19,23.191497693,36.3,10.1,3.2
1981-12-20,16.905157659,35.6,4.9,2.2
1981-12-21,13.082383314,6.7,4.7,0.9
1981-12-22,10.19406492,1.3,2.7,-0.1
1981-12-23,8.495054099999999,0.5,2.5,-0.8
1981-12-24,10.19406492,41.4,4.0,0.6
1981-12-25,11.89307574,2.5,5.7,2.5
1981-12-26,12.45941268,50.9,1.8,0.4
1981-12-27,10.76040186,21.3,2.0,0.4
1981-12-28,7.92871716,15.2,2.5,-0.2
1981-12-29,6.22970634,1.1,3.2,-0.2
1981-12-30,4.53069552,0.0,2.0,-0.7
1981-12-31,3.96435858,17.3,0.5,-0.6
1982-01-01,3.39802164,11.4,0.9,-0.6
1982-01-02,3.11485317,12.7,0.4,-0.7
1982-01-03,2.8316847,75.7,1.1,0.4
1982-01-04,2.54851623,21.8,1.2,-1.7
1982-01-05,2.26534776,3.3,-0.9,-8.5
1982-01-06,2.123763525,0.0,-2.5,-12.1
1982-01-07,1.98217929,0.0,0.6,-10.8
1982-01-08,1.840595055,0.0,1.3,-3.8
1982-01-09,1.840595055,0.0,0.8,-4.3
1982-01-10,1.98217929,0.0,1.0,-5.8
1982-01-11,1.98217929,3.1,2.2,0.2
1982-01-12,2.123763525,0.0,3.2,0.2
1982-01-13,1.98217929,0.0,3.2,-2.5
1982-01-14,1.98217929,1.2,1.5,-2.8
1982-01-15,2.123763525,0.3,3.3,0.6
1982-01-16,2.690100465,36.5,3.7,0.6
1982-01-17,9.62772798,33.4,3.2,1.3
1982-01-18,6.79604328,13.4,2.5,0.4
1982-01-19,4.24752705,0.5,2.2,-0.5
1982-01-20,3.39802164,0.5,2.4,-2.2
1982-01-21,3.11485317,13.2,1.2,-0.9
1982-01-22,2.8316847,63.3,0.5,-0.8
1982-01-23,3.11485317,47.8,5.1,0.4
1982-01-24,13.59208656,23.1,5.1,1.5
1982-01-25,13.02574962,6.6,4.6,1.2
1982-01-26,11.3267388,29.2,3.2,1.3
1982-01-27,8.495054099999999,8.4,3.7,0.1
1982-01-28,6.965944362,1.5,5.1,-0.1
1982-01-29,6.51287481,0.0,4.8,0.2
1982-01-30,5.550102012,0.3,4.9,0.6
1982-01-31,4.474061826,4.8,5.9,-0.5
1982-02-01,4.134259662,0.0,3.4,-2.3
1982-02-02,3.766140651,1.5,4.2,1.0
1982-02-03,3.482972181,0.8,5.3,-1.1
1982-02-04,3.171486864,0.0,4.2,-6.9
1982-02-05,2.916635241,0.0,3.2,-9.7
1982-02-06,2.690100465,0.0,5.9,-7.9
1982-02-07,2.520199383,0.0,6.2,-5.9
1982-02-08,2.350298301,0.0,3.7,-8.1
1982-02-09,2.180397219,0.0,5.7,-5.9
1982-02-10,2.038812984,0.0,5.4,-9.3
1982-02-11,1.925545596,0.0,2.6,-3.7
1982-02-12,1.812278208,0.8,5.2,-4.3
1982-02-13,7.588914996,92.2,3.4,1.2
1982-02-14,35.67922722,45.9,9.6,2.7
1982-02-15,25.400211759,17.5,8.1,2.4
1982-02-16,31.43170017,35.8,8.7,3.5
1982-02-17,31.43170017,30.0,8.2,3.0
1982-02-18,24.975459054,57.4,5.1,0.8
1982-02-19,39.36041733,17.8,14.3,4.5
1982-02-20,34.26338487,33.8,11.0,5.3
1982-02-21,28.316847,1.0,5.4,0.8
1982-02-22,15.432681615,7.9,4.1,0.2
1982-02-23,10.137431226,7.6,2.0,-0.4
1982-02-24,7.503964455,0.3,4.1,-2.4
1982-02-25,5.861587329,0.3,5.8,-1.6
1982-02-26,5.097032459999999,12.5,4.9,-0.2
1982-02-27,4.842180837,2.3,9.0,0.8
1982-02-28,4.559012367,3.6,6.4,-0.4
1982-03-01,5.804953635,18.0,8.3,1.7
1982-03-02,6.116438952,7.4,8.9,1.8
1982-03-03,6.342973728,37.6,6.0,0.6
1982-03-04,7.730499231,11.4,9.5,3.3
1982-03-05,6.597825351,0.0,9.8,-0.5
1982-03-06,5.266933541999999,0.0,13.3,-1.9
1982-03-07,4.643962908,0.0,14.5,-1.5
1982-03-08,4.417428132,1.3,11.7,3.0
1982-03-09,5.097032459999999,11.7,10.9,5.3
1982-03-10,6.342973728,4.3,12.6,5.4
1982-03-11,8.098618242,16.3,7.9,0.5
1982-03-12,7.164162290999999,0.0,7.6,0.4
1982-03-13,5.861587329,1.8,8.5,3.2
1982-03-14,5.153666154,5.6,6.4,0.7
1982-03-15,4.643962908,1.0,7.6,-0.5
1982-03-16,4.219210203,0.0,10.6,-1.0
1982-03-17,3.851091192,0.3,13.1,-2.3
1982-03-18,3.511289028,0.5,8.7,-2.2
1982-03-19,3.228120558,0.0,9.3,-0.2
1982-03-20,2.973268935,0.0,8.1,-1.8
1982-03-21,2.775051006,0.0,14.7,-3.7
1982-03-22,2.633466771,0.0,17.9,-2.8
1982-03-23,2.54851623,0.0,19.3,-2.2
1982-03-24,2.520199383,0.0,21.3,-1.8
1982-03-25,2.633466771,0.3,19.5,-0.8
1982-03-26,2.860001547,7.0,11.4,2.5
1982-03-27,2.944952088,10.3,10.9,0.8
1982-03-28,3.086536323,11.8,7.8,0.4
1982-03-29,3.001585782,7.3,6.6,-0.6
1982-03-30,2.944952088,13.5,4.1,0.4
1982-03-31,2.916635241,11.6,5.9,0.4
1982-04-01,2.8316847,7.3,7.7,-0.4
1982-04-02,2.888318394,20.4,3.7,0.3
1982-04-03,3.029902629,15.5,5.9,0.5
1982-04-04,3.001585782,14.1,5.1,-0.1
1982-04-05,2.888318394,1.4,9.2,-0.3
1982-04-06,2.718417312,3.9,8.5,-0.6
1982-04-07,2.633466771,5.9,9.4,-1.0
1982-04-08,2.54851623,0.1,13.1,-2.5
1982-04-09,2.54851623,0.1,18.8,-2.9
1982-04-10,3.143170017,39.0,8.1,-1.2
1982-04-11,7.787132925,16.1,14.4,5.4
1982-04-12,9.231292122,4.2,9.3,4.8
1982-04-13,9.797629062,49.7,7.2,2.3
1982-04-14,10.420599696,27.0,3.1,0.6
1982-04-15,7.900400313,13.8,8.4,-0.4
1982-04-16,6.258023187,0.0,13.9,-1.2
1982-04-17,5.266933541999999,1.5,10.6,1.2
1982-04-18,4.615646061,0.4,8.9,-0.9
1982-04-19,4.134259662,0.1,15.4,-2.7
1982-04-20,3.851091192,0.0,21.2,-2.1
1982-04-21,3.851091192,0.0,27.5,-0.8
1982-04-22,4.53069552,0.0,28.0,0.2
1982-04-23,5.748319941,0.0,22.5,1.0
1982-04-24,6.173072646,0.0,18.3,1.7
1982-04-25,5.720003094,0.0,20.4,-1.0
1982-04-26,5.266933541999999,0.0,20.7,-1.0
1982-04-27,5.040398766,0.5,20.6,2.0
1982-04-28,5.323567236,9.5,10.9,1.5
1982-04-29,4.955448225,0.0,20.9,-1.5
1982-04-30,4.672279755,0.0,21.4,2.0
1982-05-01,4.757230296,0.0,20.3,2.5
1982-05-02,4.785547143,0.0,16.9,1.0
1982-05-03,4.643962908,3.1,12.1,-0.2
1982-05-04,4.275843897,0.1,19.0,-2.5
1982-05-05,4.049309121,0.0,25.2,-0.7
1982-05-06,4.24752705,0.0,24.5,2.2
1982-05-07,4.587329214,0.0,14.7,5.6
1982-05-08,4.219210203,2.7,9.7,4.4
1982-05-09,3.766140651,2.8,9.5,5.3
1982-05-10,3.426338487,0.8,13.6,2.4
1982-05-11,3.228120558,0.0,19.9,2.0
1982-05-12,3.256437405,0.0,19.7,4.7
1982-05-13,3.482972181,0.0,22.0,3.4
1982-05-14,3.822774345,0.0,22.0,4.7
1982-05-15,3.992675427,0.0,24.5,4.1
1982-05-16,4.134259662,0.3,23.8,5.6
1982-05-17,4.53069552,8.1,12.7,6.0
1982-05-18,4.105942815,0.3,14.4,3.0
1982-05-19,3.652873263,0.0,25.8,-0.2
1982-05-20,3.652873263,0.0,25.5,2.7
1982-05-21,4.162576509,0.0,24.6,9.1
1982-05-22,4.275843897,0.0,22.9,6.0
1982-05-23,3.992675427,0.0,27.8,3.4
1982-05-24,4.049309121,0.0,33.9,5.1
1982-05-25,4.417428132,0.0,26.2,5.6
1982-05-26,3.851091192,0.3,11.9,2.0
1982-05-27,3.058219476,1.5,12.4,4.8
1982-05-28,2.633466771,0.1,21.0,4.6
1982-05-29,2.491882536,0.0,23.3,2.7
1982-05-30,2.435248842,0.0,26.7,1.2
1982-05-31,2.406931995,0.0,17.3,4.8
1982-06-01,2.321981454,0.0,18.4,6.9
1982-06-02,2.208714066,0.0,18.4,8.2
1982-06-03,2.095446678,0.3,17.3,6.5
1982-06-04,2.010496137,3.3,13.4,6.9
1982-06-05,2.067129831,6.8,13.5,6.9
1982-06-06,2.180397219,3.0,15.5,5.1
1982-06-07,1.98217929,0.0,19.3,5.1
1982-06-08,1.868911902,0.0,28.0,1.9
1982-06-09,1.897228749,0.0,31.6,4.1
1982-06-10,2.038812984,0.0,32.3,5.7
1982-06-11,2.123763525,5.5,23.8,9.4
1982-06-12,2.973268935,25.0,13.2,9.7
1982-06-13,2.463565689,0.0,15.3,9.4
1982-06-14,2.095446678,0.0,23.7,9.4
1982-06-15,2.010496137,0.0,28.5,8.9
1982-06-16,1.98217929,0.0,30.5,9.1
1982-06-17,1.868911902,0.0,35.2,8.6
1982-06-18,1.783961361,4.3,37.1,11.9
1982-06-19,1.727327667,0.0,34.1,13.7
1982-06-20,1.585743432,5.8,30.7,14.6
1982-06-21,1.500792891,0.0,26.1,12.4
1982-06-22,1.302574962,0.0,29.7,9.4
1982-06-23,1.557426585,0.0,32.3,7.7
1982-06-24,2.123763525,0.8,28.1,9.4
1982-06-25,2.010496137,0.0,28.0,10.2
1982-06-26,1.98217929,14.8,19.7,13.7
1982-06-27,2.435248842,3.8,20.5,12.0
1982-06-28,2.237030913,15.5,17.5,11.8
1982-06-29,1.953862443,3.3,20.2,12.4
1982-06-30,1.245941268,0.0,21.1,11.1
1982-07-01,1.076040186,1.0,22.3,11.7
1982-07-02,1.104357033,10.8,17.7,10.1
1982-07-03,1.274258115,2.0,19.0,9.4
1982-07-04,1.13267388,3.5,19.5,8.1
1982-07-05,1.160990727,1.3,22.0,8.5
1982-07-06,1.13267388,0.0,26.2,8.2
1982-07-07,1.076040186,0.0,22.6,10.9
1982-07-08,1.019406492,0.0,26.1,7.9
1982-07-09,0.962772798,0.0,27.6,6.9
1982-07-10,0.906139104,0.0,30.4,8.2
1982-07-11,0.906139104,0.0,29.6,9.9
1982-07-12,0.84950541,0.0,31.0,9.6
1982-07-13,0.84950541,0.5,21.7,9.9
1982-07-14,0.84950541,0.0,21.5,6.8
1982-07-15,0.792871716,0.0,20.8,4.1
1982-07-16,0.736238022,0.0,27.7,4.2
1982-07-17,0.6796043279999999,0.0,31.4,7.2
1982-07-18,0.6796043279999999,0.0,31.2,9.1
1982-07-19,0.651287481,0.0,32.2,10.4
1982-07-20,0.622970634,0.0,31.2,9.2
1982-07-21,0.5946537869999999,0.0,24.4,7.8
1982-07-22,0.56633694,0.0,28.2,4.9
1982-07-23,0.56633694,0.0,31.1,6.0
1982-07-24,0.538020093,0.0,32.8,8.3
1982-07-25,0.5097032459999999,0.0,33.4,10.6
1982-07-26,0.5097032459999999,0.0,34.2,11.7
1982-07-27,0.5097032459999999,0.0,30.0,13.1
1982-07-28,0.5097032459999999,0.0,28.0,13.4
1982-07-29,0.4813863989999999,0.0,26.6,16.7
1982-07-30,0.4813863989999999,0.0,24.4,16.5
1982-07-31,0.4813863989999999,0.0,25.8,12.2
1982-08-01,0.453069552,0.0,17.3,10.8
1982-08-02,0.453069552,0.0,20.7,8.4
1982-08-03,0.453069552,0.0,23.0,7.3
1982-08-04,0.424752705,0.0,26.7,9.8
1982-08-05,0.396435858,0.0,30.5,6.9
1982-08-06,0.396435858,0.0,34.9,8.1
1982-08-07,0.396435858,6.0,35.2,11.6
1982-08-08,0.5097032459999999,0.3,31.4,15.9
1982-08-09,0.4813863989999999,5.5,18.2,12.4
1982-08-10,0.453069552,2.0,20.7,12.1
1982-08-11,0.651287481,9.5,22.2,9.5
1982-08-12,0.4813863989999999,0.0,27.2,8.2
1982-08-13,0.424752705,1.3,26.7,7.9
1982-08-14,0.424752705,0.8,18.7,12.6
1982-08-15,0.424752705,0.0,26.2,11.9
1982-08-16,0.396435858,0.0,27.3,7.9
1982-08-17,0.368119011,0.0,30.0,7.6
1982-08-18,0.368119011,0.0,31.1,8.2
1982-08-19,0.368119011,0.0,33.4,10.6
1982-08-20,0.3398021639999999,0.0,34.6,11.6
1982-08-21,0.3398021639999999,0.0,33.1,12.0
1982-08-22,0.311485317,0.0,35.8,10.6
1982-08-23,0.311485317,0.0,34.8,8.9
1982-08-24,0.28316847,0.0,36.4,9.1
1982-08-25,0.28316847,0.0,34.3,10.1
1982-08-26,0.2803367853,0.0,28.5,7.9
1982-08-27,0.2775051006,0.0,26.0,6.2
1982-08-28,0.2746734159,1.8,31.5,5.5
1982-08-29,0.396435858,13.5,21.3,13.1
1982-08-30,0.368119011,0.0,23.5,10.4
1982-08-31,0.311485317,0.0,27.9,7.1
1982-09-01,0.28316847,0.0,33.7,8.2
1982-09-02,0.2803367853,0.0,34.9,11.2
1982-09-03,0.2803367853,0.0,18.2,9.6
1982-09-04,0.2775051006,0.0,26.9,9.6
1982-09-05,0.2605149924,0.0,30.4,6.4
1982-09-06,0.2661783618,0.0,29.4,10.1
1982-09-07,0.2633466771,0.0,31.0,7.6
1982-09-08,0.2576833077,0.0,30.6,8.6
1982-09-09,0.311485317,9.3,17.0,8.4
1982-09-10,0.396435858,1.0,17.2,4.7
1982-09-11,0.3398021639999999,16.0,12.5,3.0
1982-09-12,0.821188563,4.5,18.5,6.4
1982-09-13,0.424752705,0.0,20.2,3.0
1982-09-14,0.3398021639999999,0.0,18.0,5.1
1982-09-15,0.311485317,0.0,22.5,3.9
1982-09-16,0.28316847,0.0,24.8,1.3
1982-09-17,0.2746734159,0.0,27.0,5.4
1982-09-18,0.2690100465,2.0,24.1,6.8
1982-09-19,0.2803367853,3.5,20.2,11.4
1982-09-20,0.6796043279999999,17.3,14.9,6.6
1982-09-21,0.424752705,0.0,23.5,3.8
1982-09-22,0.3398021639999999,0.0,26.3,5.8
1982-09-23,0.311485317,0.0,27.0,7.2
1982-09-24,0.396435858,7.0,21.5,13.1
1982-09-25,0.368119011,2.3,14.4,8.7
1982-09-26,0.6796043279999999,21.5,10.9,9.4
1982-09-27,0.6796043279999999,2.5,13.1,9.4
1982-09-28,0.821188563,21.8,11.0,5.4
